plithos stoixeion katanomis,xronos katanomis,ipodianisma1,ipodiastima2,ipodiastima3
15000,0.009974002838134766,5538,3914,2732
15000,0.009972810745239258,5538,3914,1182
15000,0.007977962493896484,5538,3914,1182
15000,0.01894831657409668,5538,3914,1182
15000,0.015173912048339844,5538,3914,1182
15000,0.0139617919921875,5538,3914,1182
15000,0.011968135833740234,5538,3914,1182
15000,0.011967897415161133,5538,3914,1182
15000,0.01296687126159668,5538,3914,1182
15000,0.014958620071411133,5538,3914,1182
15000,0.014960050582885742,5538,3914,1182
15000,0.014955997467041016,5538,3914,1182
15000,0.013963699340820312,5538,3914,1182
15000,0.017952442169189453,5538,3914,1182
15000,0.01296544075012207,5538,3914,1182
15000,0.019947290420532227,5538,3914,1182
15000,0.019946575164794922,5538,3914,1182
15000,0.018948793411254883,5538,3914,1182
15000,0.017952680587768555,5538,3914,1182
15000,0.00897526741027832,5538,3914,1182
15000,0.01396322250366211,5538,3914,1182
15000,0.013962984085083008,5538,3914,1182
15000,0.015957117080688477,5538,3914,1182
15000,0.013964176177978516,5538,3914,1182
15000,0.014961719512939453,5538,3914,1182
15000,0.01595783233642578,5538,3914,1182
15000,0.009973526000976562,5538,3914,1182
15000,0.011967897415161133,5538,3914,1182
15000,0.012964963912963867,5538,3914,1182
15000,0.014961957931518555,5538,3914,1182
15000,0.009973287582397461,5538,3914,1182
15000,0.013963460922241211,5538,3914,1182
15000,0.013962984085083008,5538,3914,1182
15000,0.013961076736450195,5538,3914,1182
15000,0.013962507247924805,5538,3914,1182
15000,0.015958070755004883,5538,3914,1182
15000,0.01296544075012207,5538,3914,1182
15000,0.00897526741027832,5538,3914,1182
15000,0.012966632843017578,5538,3914,1182
15000,0.012964963912963867,5538,3914,1182
15000,0.013962507247924805,5538,3914,1182
15000,0.06582212448120117,5538,3914,1182
15000,0.014959096908569336,5538,3914,1182
15000,0.01695537567138672,5538,3914,1182
15000,0.012965917587280273,5538,3914,1182
15000,0.015956878662109375,5538,3914,1182
15000,0.008975028991699219,5538,3914,1182
15000,0.012966156005859375,5538,3914,1182
15000,0.08876204490661621,5538,3914,1182
15000,0.05186104774475098,5538,3914,1182
15000,0.02045607566833496,5538,3914,1182
15000,0.04089045524597168,5538,3914,1182
15000,0.01994633674621582,5538,3914,1182
15000,0.015956878662109375,5538,3914,1182
15000,0.014960527420043945,5538,3914,1182
15000,0.010970115661621094,5538,3914,1182
15000,0.010969161987304688,5538,3914,1182
15000,0.012964010238647461,5538,3914,1182
15000,0.012964487075805664,5538,3914,1182
