plithos stoixeion katanomis,xronos katanomis,ipodianisma1,ipodiastima2,ipodiastima3
15000,0.007979631423950195,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.007972002029418945,5277,1840,688
15000,0.008974313735961914,5277,1840,688
15000,0.008975744247436523,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.008975744247436523,5277,1840,688
15000,0.010971307754516602,5277,1840,688
15000,0.022938013076782227,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.008976936340332031,5277,1840,688
15000,0.008976221084594727,5277,1840,688
15000,0.0069806575775146484,5277,1840,688
15000,0.009973287582397461,5277,1840,688
15000,0.009973526000976562,5277,1840,688
15000,0.006982564926147461,5277,1840,688
15000,0.0069811344146728516,5277,1840,688
15000,0.006981849670410156,5277,1840,688
15000,0.007979631423950195,5277,1840,688
15000,0.005983829498291016,5277,1840,688
15000,0.007978200912475586,5277,1840,688
15000,0.006981849670410156,5277,1840,688
15000,0.006981611251831055,5277,1840,688
15000,0.006979942321777344,5277,1840,688
15000,0.007979631423950195,5277,1840,688
15000,0.0069811344146728516,5277,1840,688
15000,0.008976936340332031,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.006981611251831055,5277,1840,688
15000,0.007977962493896484,5277,1840,688
15000,0.006981372833251953,5277,1840,688
15000,0.009974241256713867,5277,1840,688
15000,0.007979393005371094,5277,1840,688
15000,0.006982088088989258,5277,1840,688
15000,0.006982564926147461,5277,1840,688
15000,0.006981849670410156,5277,1840,688
15000,0.008976221084594727,5277,1840,688
15000,0.0069806575775146484,5277,1840,688
15000,0.006981611251831055,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.010971546173095703,5277,1840,688
15000,0.00698089599609375,5277,1840,688
15000,0.011968374252319336,5277,1840,688
15000,0.018949031829833984,5277,1840,688
15000,0.008975744247436523,5277,1840,688
15000,0.011968135833740234,5277,1840,688
15000,0.00797891616821289,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.01097249984741211,5277,1840,688
15000,0.00897526741027832,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.00797891616821289,5277,1840,688
15000,0.00797891616821289,5277,1840,688
15000,0.006981849670410156,5277,1840,688
15000,0.00797891616821289,5277,1840,688
15000,0.006982088088989258,5277,1840,688
15000,0.009973764419555664,5277,1840,688
15000,0.019946575164794922,5277,1840,688
15000,0.008977413177490234,5277,1840,688
15000,0.007978200912475586,5277,1840,688
15000,0.0069811344146728516,5277,1840,688
15000,0.01994466781616211,5277,1840,688
15000,0.007978439331054688,5277,1840,688
15000,0.006982088088989258,5277,1840,688
15000,0.006982564926147461,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.007979393005371094,5277,1840,688
15000,0.006981849670410156,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.007978677749633789,5277,1840,688
15000,0.006981372833251953,5277,1840,688
15000,0.007978439331054688,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.014096975326538086,5277,1840,688
15000,0.007979154586791992,5277,1840,688
15000,0.007957696914672852,5277,1840,688
15000,0.007957696914672852,5277,1840,688
15000,0.007958412170410156,5277,1840,688
15000,0.008976459503173828,5277,1840,688
15000,0.007979631423950195,5277,1840,688
15000,0.0069620609283447266,5277,1840,688
15000,0.009952783584594727,5277,1840,688
15000,0.007980108261108398,5277,1840,688
15000,0.007977724075317383,5277,1840,688
15000,0.006981611251831055,5277,1840,688
15000,0.00897526741027832,5277,1840,688
15000,0.007979869842529297,5277,1840,688
15000,0.009974002838134766,5277,1840,688
