plithos stoixeion katanomis,xronos katanomis,ipodianisma1,ipodiastima2,ipodiastima3
30000,0.18803954124450684,12298,4766,1190
30000,0.18302035331726074,12298,4766,1190
30000,0.18051981925964355,12298,4766,1190
30000,0.26628780364990234,12298,4766,1190
30000,0.18151521682739258,12298,4766,1190
30000,0.17954254150390625,12298,4766,1190
30000,0.18350863456726074,12298,4766,1190
30000,0.17709755897521973,12298,4766,1190
30000,0.17854809761047363,12298,4766,1190
30000,0.1783592700958252,12298,4766,1190
30000,0.21690583229064941,12298,4766,1190
30000,0.185014009475708,12298,4766,1190
30000,0.1785128116607666,12298,4766,1190
30000,0.17655730247497559,12298,4766,1190
30000,0.1795186996459961,12298,4766,1190
30000,0.1785416603088379,12298,4766,1190
30000,0.17756986618041992,12298,4766,1190
30000,0.17954468727111816,12298,4766,1190
30000,0.1770012378692627,12298,4766,1190
30000,0.17905354499816895,12298,4766,1190
30000,0.17777419090270996,12298,4766,1190
30000,0.17553138732910156,12298,4766,1190
30000,0.17949986457824707,12298,4766,1190
30000,0.17754578590393066,12298,4766,1190
30000,0.17754411697387695,12298,4766,1190
30000,0.1755366325378418,12298,4766,1190
30000,0.17954182624816895,12298,4766,1190
30000,0.17566800117492676,12298,4766,1190
30000,0.17655181884765625,12298,4766,1190
30000,0.1744990348815918,12298,4766,1190
30000,0.17755508422851562,12298,4766,1190
30000,0.17851614952087402,12298,4766,1190
30000,0.17442560195922852,12298,4766,1190
30000,0.22058963775634766,12298,4766,1190
30000,0.17505812644958496,12298,4766,1190
30000,0.17951035499572754,12298,4766,1190
30000,0.17654800415039062,12298,4766,1190
30000,0.17652368545532227,12298,4766,1190
30000,0.1795177459716797,12298,4766,1190
30000,0.1805119514465332,12298,4766,1190
30000,0.17755484580993652,12298,4766,1190
30000,0.18604087829589844,12298,4766,1190
30000,0.18552398681640625,12298,4766,1190
30000,0.19054222106933594,12298,4766,1190
30000,0.17954230308532715,12298,4766,1190
30000,0.17644357681274414,12298,4766,1190
30000,0.17406249046325684,12298,4766,1190
30000,0.1775054931640625,12298,4766,1190
30000,0.17951488494873047,12298,4766,1190
30000,0.17353415489196777,12298,4766,1190
30000,0.1864945888519287,12298,4766,1190
30000,0.20444655418395996,12298,4766,1190
30000,0.17952179908752441,12298,4766,1190
30000,0.17809057235717773,12298,4766,1190
30000,0.17550277709960938,12298,4766,1190
30000,0.17595791816711426,12298,4766,1190
30000,0.18150615692138672,12298,4766,1190
30000,0.18151426315307617,12298,4766,1190
30000,0.18051481246948242,12298,4766,1190
30000,0.17851734161376953,12298,4766,1190
30000,0.1845073699951172,12298,4766,1190
30000,0.17552399635314941,12298,4766,1190
30000,0.17654752731323242,12298,4766,1190
30000,0.1817917823791504,12298,4766,1190
30000,0.17705655097961426,12298,4766,1190
30000,0.2154555320739746,12298,4766,1190
30000,0.17808222770690918,12298,4766,1190
30000,0.17756152153015137,12298,4766,1190
30000,0.21141386032104492,12298,4766,1190
30000,0.2094404697418213,12298,4766,1190
30000,0.19648456573486328,12298,4766,1190
30000,0.1934833526611328,12298,4766,1190
30000,0.1761159896850586,12298,4766,1190
30000,0.19644737243652344,12298,4766,1190
30000,0.1904904842376709,12298,4766,1190
30000,0.1749894618988037,12298,4766,1190
30000,0.17773914337158203,12298,4766,1190
30000,0.17700529098510742,12298,4766,1190
30000,0.1784963607788086,12298,4766,1190
30000,0.17752385139465332,12298,4766,1190
30000,0.18351221084594727,12298,4766,1190
30000,0.17554736137390137,12298,4766,1190
30000,0.1775054931640625,12298,4766,1190
30000,0.199296236038208,12298,4766,1190
30000,0.21497607231140137,12298,4766,1190
30000,0.21810126304626465,12298,4766,1190
30000,0.1895437240600586,12298,4766,1190
30000,0.1947469711303711,12298,4766,1190
30000,0.18248629570007324,12298,4766,1190
30000,0.17652201652526855,12298,4766,1190
30000,0.17650055885314941,12298,4766,1190
30000,0.17554473876953125,12298,4766,1190
30000,0.17654800415039062,12298,4766,1190
30000,0.1765577793121338,12298,4766,1190
30000,0.20035839080810547,12298,4766,1190
30000,0.2541389465332031,12298,4766,1190
30000,0.2132256031036377,12298,4766,1190
30000,0.18051648139953613,12298,4766,1190
30000,0.45076632499694824,12298,4766,1190
30000,0.23138117790222168,12298,4766,1190
30000,0.19946575164794922,12298,4766,1190
30000,0.20000886917114258,12298,4766,1190
30000,0.23537158966064453,12298,4766,1190
30000,0.2727785110473633,12298,4766,1190
30000,0.19747328758239746,12298,4766,1190
30000,0.19248652458190918,12298,4766,1190
30000,0.20046377182006836,12298,4766,1190
30000,0.2104167938232422,12298,4766,1190
30000,0.3037393093109131,12298,4766,1190
30000,0.20904159545898438,12298,4766,1190
30000,0.1934809684753418,12298,4766,1190
30000,0.1954784393310547,12298,4766,1190
30000,0.19248580932617188,12298,4766,1190
30000,0.1959855556488037,12298,4766,1190
30000,0.1919550895690918,12298,4766,1190
30000,0.19148731231689453,12298,4766,1190
