depth,ipodiastima,sorting time
3,2066,0.06983780860900879
1,21989,0.07081484794616699
2,6335,0.07081484794616699
3,2066,0.07081484794616699
1,21989,0.06781673431396484
2,6335,0.06781673431396484
3,2066,0.06781673431396484
1,21989,0.06783080101013184
2,6335,0.06783080101013184
3,2066,0.06783080101013184
1,21989,0.06983470916748047
2,6335,0.06983470916748047
3,2066,0.06983470916748047
1,21989,0.08178067207336426
2,6335,0.08178067207336426
3,2066,0.08178067207336426
1,81013,0.22937369346618652
2,27063,0.22937369346618652
3,64903,0.22937369346618652
1,81013,0.2293851375579834
2,27063,0.2293851375579834
3,64903,0.2293851375579834
1,81013,0.22641754150390625
2,27063,0.22641754150390625
3,64903,0.22641754150390625
1,81013,0.22640061378479004
2,27063,0.22640061378479004
3,64903,0.22640061378479004
1,81013,0.29221677780151367
2,27063,0.29221677780151367
3,64903,0.29221677780151367
1,81013,0.22439956665039062
2,27063,0.22439956665039062
3,64903,0.22439956665039062
1,81013,0.21941590309143066
2,27063,0.21941590309143066
3,64903,0.21941590309143066
1,81013,0.2234327793121338
2,27063,0.2234327793121338
3,64903,0.2234327793121338
1,81013,0.22440052032470703
2,27063,0.22440052032470703
3,64903,0.22440052032470703
1,81013,0.1296677589416504
2,53950,0.1296677589416504
3,64903,0.1296677589416504
1,135097,0.14760589599609375
2,108034,0.14760589599609375
3,53950,0.14760589599609375
1,81013,0.13065123558044434
2,53950,0.13065123558044434
3,64903,0.13065123558044434
1,81013,0.14461350440979004
2,53950,0.14461350440979004
3,64903,0.14461350440979004
1,172937,0.16254162788391113
2,53950,0.16254162788391113
3,64903,0.16254162788391113
1,172937,0.1500234603881836
2,53950,0.1500234603881836
3,64903,0.1500234603881836
1,172937,0.14760923385620117
2,53950,0.14760923385620117
3,64903,0.14760923385620117
1,81013,0.12167549133300781
2,27063,0.12167549133300781
3,64903,0.12167549133300781
1,81013,0.20246219635009766
2,27063,0.20246219635009766
3,64903,0.20246219635009766
1,81013,0.11965823173522949
2,27063,0.11965823173522949
3,64903,0.11965823173522949
1,172937,0.15359258651733398
2,53950,0.15359258651733398
3,64903,0.15359258651733398
1,27063,0.1268153190612793
2,118987,0.1268153190612793
3,54084,0.1268153190612793
1,3413,0.004960775375366211
2,382,0.004960775375366211
3,1745,0.004960775375366211
1,382,0.00795888900756836
2,3332,0.00795888900756836
3,3288,0.00795888900756836
1,7762,0.47373414039611816
2,4945,0.47373414039611816
3,1727,0.47373414039611816
1,80593,0.4288308620452881
2,33643,0.4288308620452881
3,18552,0.4288308620452881
1,20900,0.6057250499725342
2,5621,0.6057250499725342
3,1813,0.6057250499725342
1,51024,0.45575952529907227
2,21491,0.45575952529907227
3,6361,0.45575952529907227
1,51851,0.4536736011505127
2,17517,0.4536736011505127
3,12820,0.4536736011505127
1,70518,0.41289734840393066
2,24667,0.41289734840393066
3,9729,0.41289734840393066
1,28,0.002970457077026367
2,15,0.002970457077026367
3,9,0.002970457077026367
1,22,0.001972675323486328
2,13,0.001972675323486328
3,4,0.001972675323486328
1,512,0.003991603851318359
2,393,0.003991603851318359
3,274,0.003991603851318359
1,2547,0.007979393005371094
2,1221,0.007979393005371094
3,598,0.007979393005371094
1,2547,0.023935794830322266
2,1221,0.023935794830322266
3,1072,0.023935794830322266
1,2547,0.009957551956176758
2,1221,0.009957551956176758
3,1072,0.009957551956176758
1,3779,0.014960289001464844
2,1232,0.014960289001464844
3,598,0.014960289001464844
1,2453,0.011968851089477539
2,2304,0.011968851089477539
3,1072,0.011968851089477539
1,2453,0.010971546173095703
2,1221,0.010971546173095703
3,623,0.010971546173095703
1,2547,0.008954524993896484
2,1221,0.008954524993896484
3,598,0.008954524993896484
1,2453,0.009974241256713867
2,1232,0.009974241256713867
3,598,0.009974241256713867
1,2453,0.008976221084594727
2,1232,0.008976221084594727
3,598,0.008976221084594727
1,2453,0.0109710693359375
2,1221,0.0109710693359375
3,623,0.0109710693359375
1,2453,0.021942138671875
2,1855,0.021942138671875
3,623,0.021942138671875
1,2453,0.00698089599609375
2,2169,0.00698089599609375
3,937,0.00698089599609375
1,4716,0.009974002838134766
2,2169,0.009974002838134766
3,1855,0.009974002838134766
1,2453,0.009974956512451172
2,1221,0.009974956512451172
3,1072,0.009974956512451172
1,2453,0.008976459503173828
2,1221,0.008976459503173828
3,1181,0.008976459503173828
1,2453,0.049867868423461914
2,1221,0.049867868423461914
3,598,0.049867868423461914
1,2453,0.01894831657409668
2,1221,0.01894831657409668
3,598,0.01894831657409668
1,2453,0.049866437911987305
2,1221,0.049866437911987305
3,598,0.049866437911987305
1,2453,0.03989362716674805
2,1221,0.03989362716674805
3,598,0.03989362716674805
1,2453,0.05684709548950195
2,1221,0.05684709548950195
3,598,0.05684709548950195
1,9,0.003990650177001953
2,8,0.003990650177001953
3,3,0.003990650177001953
1,9811,0.012939214706420898
2,6173,0.012939214706420898
3,2534,0.012939214706420898
10000,0.00997471809387207,6362,3639,831
10000,0.009976625442504883,7277,3639,831
10000,0.011946439743041992,6362,3639,831
10000,0.008975505828857422,3638,2723,831
10000,0.010970115661621094,7277,3639,831
10000,0.01296377182006836,9811,6173,3639
10000,0.011944293975830078,3638,2723,1892
10000,0.010970592498779297,9169,5531,3639
10000,0.00797891616821289,6362,2723,831
10000,0.007979154586791992,3638,2723,1892
10000,0.00797891616821289,3638,2723,2534
10000,0.009974002838134766,6362,3639,831
10000,0.0608370304107666,3638,2723,831
10000,0.04886984825134277,6362,2723,831
10000,0.006981372833251953,3638,2723,831
10000,0.006981849670410156,3638,2723,831
10000,0.007978200912475586,3638,2723,2534
10000,0.008976936340332031,6362,2723,831
10000,0.009973526000976562,7277,3639,831
10000,0.013962268829345703,6362,2723,831
10000,0.009974002838134766,6362,3639,831
10000,0.007978200912475586,3638,2723,831
10000,0.008976221084594727,7277,3639,831
10000,0.008976221084594727,6362,2723,1892
10000,0.007980108261108398,3638,2723,1892
10000,0.00797891616821289,6362,3639,831
10000,0.007977962493896484,7277,3639,831
10000,0.007979154586791992,6362,2723,831
10000,0.008976936340332031,6362,2723,831
10000,0.009975194931030273,3638,2723,831
10000,0.009975433349609375,6362,2723,831
10000,0.010971307754516602,9169,5531,3639
10000,0.007979393005371094,3638,2723,831
10000,0.008975744247436523,6362,5531,1892
10000,0.007978677749633789,3638,2723,1892
10000,0.00897669792175293,6362,5531,3639
10000,0.00897526741027832,3638,2723,831
10000,0.008977413177490234,6362,2723,831
10000,0.048870086669921875,6362,2723,831
10000,0.008975028991699219,6362,5531,1892
10000,0.008977174758911133,3638,2723,831
10000,0.00897526741027832,3638,2723,2534
10000,0.007979393005371094,3638,2723,831
10000,0.008975744247436523,7277,3638,831
10000,0.007979869842529297,7277,3638,831
10000,0.00997161865234375,9169,3638,1892
10000,0.007976770401000977,6362,2723,831
10000,0.0069811344146728516,3638,2723,831
10000,0.007978439331054688,3638,2723,831
10000,0.006981372833251953,3638,2723,831
10000,0.007978200912475586,6362,3639,831
10000,0.007981061935424805,3638,2723,1892
10000,0.007978200912475586,6362,2723,831
10000,0.009974241256713867,7277,3638,831
10000,0.007980108261108398,6362,2723,831
10000,0.008973836898803711,7277,3639,831
10000,0.007978439331054688,6362,2723,1892
10000,0.00797891616821289,6362,2723,831
10000,0.007980108261108398,6362,2723,831
10000,0.008975744247436523,3638,2723,831
10000,0.010971546173095703,7277,3639,831
10000,0.007978200912475586,7277,3639,831
10000,0.0069811344146728516,3638,2723,1892
10000,0.007979393005371094,6362,2723,1892
10000,0.010969877243041992,9169,7277,3639
10000,0.045877695083618164,6362,2723,1892
10000,0.010971307754516602,3638,2723,831
10000,0.00997304916381836,6362,5531,3639
10000,0.00897836685180664,6362,5531,1892
10000,0.006981611251831055,3638,2723,831
10000,0.0069811344146728516,3638,2723,831
10000,0.008975744247436523,7277,3638,831
10000,0.006982326507568359,3638,2723,831
10000,0.010971546173095703,9169,7277,3638
10000,0.00797891616821289,6362,2723,831
10000,0.007978200912475586,3638,2723,2534
10000,0.007979154586791992,7277,3638,831
10000,0.008976459503173828,3638,2723,1892
10000,0.006981849670410156,3638,2723,831
10000,0.008976936340332031,3638,2723,1892
10000,0.00797891616821289,6362,3639,831
10000,0.006980419158935547,3638,2723,831
10000,0.006982326507568359,3638,2723,831
10000,0.005984306335449219,3638,2723,1892
10000,0.007980585098266602,6362,2723,831
10000,0.007978677749633789,7277,3639,831
10000,0.006982088088989258,3638,2723,1892
10000,0.008975744247436523,7277,3639,831
10000,0.006982088088989258,7277,3638,831
10000,0.008975982666015625,9169,5531,1892
10000,0.0059833526611328125,3638,2723,1892
10000,0.007979869842529297,3638,2723,831
10000,0.006982326507568359,6362,3639,831
10000,0.006982326507568359,6362,3639,831
10000,0.009972572326660156,6362,3639,831
10000,0.01695418357849121,3638,2723,831
10000,0.006981611251831055,6362,2723,831
10000,0.007978677749633789,3638,2723,831
10000,0.0069811344146728516,6362,2723,1892
10000,0.006982326507568359,3638,2723,1892
10000,0.007978439331054688,3638,2723,831
10000,0.006981611251831055,3638,2723,831
10000,0.008975982666015625,6362,3639,831
10000,0.00897526741027832,9169,3638,1892
10000,0.008977174758911133,3638,2723,831
10000,0.007979154586791992,6362,3639,831
10000,0.00897669792175293,6362,5531,1892
10000,0.007978439331054688,7277,3638,831
10000,0.006982564926147461,3638,2723,831
10000,0.006982564926147461,3638,2723,1892
10000,0.008975744247436523,3638,2723,831
10000,0.008977651596069336,6362,6173,2534
10000,0.007979154586791992,6362,2723,1892
10000,0.008975744247436523,6362,2723,831
10000,0.011968135833740234,9970,6332,6173
10000,0.007979631423950195,6362,2723,831
10000,0.008974790573120117,6362,2723,831
10000,0.006982088088989258,3638,2723,831
10000,0.007979631423950195,6362,2723,831
10000,0.00797891616821289,7277,3638,831
10000,0.007979869842529297,7277,3638,831
10000,0.008975744247436523,9169,3638,1892
10000,0.005983591079711914,3638,2723,831
10000,0.009974002838134766,6362,6173,2534
10000,0.01994633674621582,3638,2723,831
10000,0.00698089599609375,3638,2723,831
10000,0.0079803466796875,6362,2723,831
10000,0.007978677749633789,7277,3639,831
10000,0.008977413177490234,7277,3638,831
10000,0.006982564926147461,3638,2723,831
10000,0.007978677749633789,6362,2723,1892
10000,0.007979154586791992,3638,2723,1892
10000,0.008975744247436523,9811,3638,2534
10000,0.006981611251831055,6362,2723,831
10000,0.006981611251831055,3638,2723,1892
10000,0.006981611251831055,3638,2723,831
10000,0.006980180740356445,3638,2723,831
10000,0.008977174758911133,6362,2723,1892
10000,0.007978439331054688,3638,2723,831
10000,0.007979631423950195,3638,2723,1892
10000,0.006981849670410156,3638,2723,831
10000,0.006982326507568359,7277,3639,831
10000,0.007979154586791992,7277,3638,831
10000,0.0069811344146728516,7277,3639,831
10000,0.006982326507568359,3638,2723,831
10000,0.008976221084594727,6362,2723,831
10000,0.006981611251831055,6362,2723,831
10000,0.006981849670410156,3638,2723,2534
10000,0.00797891616821289,3638,2723,831
10000,0.008975505828857422,6362,5531,3639
10000,0.006981849670410156,6362,2723,831
10000,0.007979154586791992,3638,2723,831
10000,0.006983041763305664,3638,2723,831
10000,0.017952442169189453,3638,2723,1892
10000,0.0109710693359375,9169,5531,1892
10000,0.007979869842529297,3638,2723,1892
10000,0.008975744247436523,7277,3639,831
10000,0.00797891616821289,3638,2723,2693
10000,0.007978439331054688,6362,2723,831
10000,0.0069811344146728516,3638,2723,831
10000,0.006982326507568359,3638,2723,831
10000,0.006982564926147461,3638,2723,831
10000,0.006982088088989258,6362,2723,831
10000,0.008977890014648438,7277,3638,831
10000,0.008976459503173828,6362,2723,831
10000,0.009974002838134766,6362,2723,1892
10000,0.00598454475402832,3638,2723,831
10000,0.006981611251831055,3638,2723,1892
10000,0.008977174758911133,6362,3639,831
10000,0.007978200912475586,6362,3639,831
10000,0.009974479675292969,7277,3638,831
10000,0.007978677749633789,6362,2723,1892
10000,0.007978677749633789,3638,2723,831
10000,0.008976936340332031,9169,5531,1892
10000,0.005984306335449219,3638,2723,831
10000,0.007979154586791992,3638,2723,831
10000,0.007978200912475586,3638,2723,831
10000,0.00797891616821289,6362,2723,1892
10000,0.00897669792175293,6362,5531,3639
10000,0.006981611251831055,6362,3639,831
10000,0.008976459503173828,6362,3639,831
10000,0.006982088088989258,3638,2723,831
10000,0.010971307754516602,9169,5531,1892
10000,0.0468747615814209,7277,3639,831
10000,0.009972572326660156,7277,3638,831
10000,0.009973526000976562,9169,3638,1892
10000,0.00797891616821289,6362,2723,831
10000,0.006981849670410156,3638,2723,831
10000,0.007979154586791992,6362,2723,831
10000,0.006981611251831055,3638,2723,831
10000,0.00897669792175293,6362,3639,831
10000,0.006981611251831055,3638,2723,831
10000,0.010971307754516602,9811,7277,3638
10000,0.006981372833251953,3638,2723,831
10000,0.007979393005371094,6362,3639,831
10000,0.007977485656738281,3638,2723,831
10000,0.006982088088989258,3638,2723,831
10000,0.0069806575775146484,3638,2723,831
10000,0.007979393005371094,3638,2723,831
10000,0.006982088088989258,3638,2723,831
10000,0.007978677749633789,3638,2723,1892
10000,0.008976459503173828,7277,3638,831
10000,0.005982637405395508,3638,2723,831
10000,0.008976221084594727,6362,5531,1892
10000,0.006981849670410156,6362,2723,831
10000,0.00797891616821289,3638,2723,831
10000,0.006981372833251953,3638,2723,831
10000,0.007979869842529297,6362,2723,831
10000,0.007978439331054688,7277,3638,831
10000,0.006982326507568359,6362,2723,831
10000,0.007979154586791992,6362,2723,831
10000,0.042885541915893555,7277,3638,831
10000,0.010971784591674805,7277,3639,831
10000,0.008976459503173828,7277,3638,831
10000,0.00797891616821289,7277,3638,831
10000,0.008977174758911133,9169,3638,1892
10000,0.007979154586791992,7277,3639,831
10000,0.006982088088989258,6362,3639,831
10000,0.00698089599609375,3638,2723,831
10000,0.006981611251831055,3638,2723,831
10000,0.00698089599609375,3638,2723,831
10000,0.007977724075317383,6362,2723,831
10000,0.0069811344146728516,3638,2723,831
10000,0.007980108261108398,6362,2723,831
10000,0.007980108261108398,6362,5531,3639
10000,0.008976459503173828,7277,3639,831
