ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 317, 90, 84]",512,0.18051743507385254
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 210, 114, 107]",512,0.17353606224060059
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 507, 206, 58]",512,0.18051767349243164
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 433, 158, 97]",512,0.17253828048706055
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 399, 366, 354]",512,0.1765284538269043
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 275, 215, 174]",512,0.1735374927520752
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 393, 230, 47]",512,0.1681506633758545
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 29, 6, 2]",512,0.18051648139953613
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 211, 144, 29]",512,0.17353606224060059
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 58, 58, 54]",512,0.17054533958435059
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 35, 5, 3]",512,0.17054319381713867
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 374, 122, 17]",512,0.17253851890563965
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 102, 79, 16]",512,0.17054343223571777
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 407, 209, 32]",512,0.18550324440002441
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 121, 94, 26]",512,0.17721319198608398
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 246, 41, 40]",512,0.18152642250061035
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 194, 94, 47]",512,0.17864775657653809
ipodiastimata,plithos stoixeion katanomis,xronos katanomis
"[512, 148, 54, 2]",512,0.19399309158325195
